sd_spacing_nm,aeff_lower_random_3d_per_large_pore_nm2,aeff_upper_best_3d_per_large_pore_nm2,aeff_midpoint_per_large_pore_nm2,alpha_lower_random_3d,alpha_upper_best_3d,alpha_midpoint,peclet,sieving_lower_random_3d,sieving_upper_best_3d,sieving_midpoint,sieving_coefficient,normal_density
42.76024,2.9441745222100617,8.819946902644078,5.88206071242707,0.010904350082259488,0.032666470009792885,0.021785410046026188,0.0015714185159589442,0.8740423482859929,0.9541029373123575,0.9140726427991752,0.9140726427991752,6.785655403052982e-07
42.931529600000005,2.8813778340720875,8.783424774548148,5.8324013043101175,0.010671769755822546,0.032531202868696846,0.021601486312259693,0.0015714185159589442,0.8716495670020201,0.9539208878333911,0.9127852274177056,0.9127852274177056,1.07614784013989e-06
43.102819200000006,2.8172769194210554,8.743444540414062,5.780360729917559,0.010434358960818724,0.03238312792745949,0.02140874344413911,0.0015714185159589442,0.8691114741216485,0.9537199379594852,0.9114157060405668,0.9114157060405668,1.692149233466897e-06
43.2741088,2.751881482198121,8.699960743968742,5.725921113083431,0.010192153637770818,0.032222076829513856,0.021207115233642337,0.0015714185159589442,0.866416553116418,0.9534993790996094,0.9099579661080137,0.9099579661080137,2.638104353009346e-06
43.4453984,2.685146894629067,8.652927406910555,5.669037150769811,0.009944988498626173,0.032047879284853906,0.02099643389174004,0.0015714185159589442,0.8635495850425573,0.953258437303799,0.9084040111731781,0.9084040111731781,4.077855809469303e-06
43.616688,2.6172433951286163,8.602298023610464,5.60977070936954,0.009693494056031912,0.031860363050409124,0.020776928553220518,0.0015714185159589442,0.8605032657007807,0.9529962675533937,0.9067497666270872,0.9067497666270872,6.24968813104958e-06
43.787977600000005,2.5483280890764197,8.54802555637972,5.54817682272807,0.009438252181764518,0.03165935391251748,0.020548803047141,0.0015714185159589442,0.8572692536313665,0.9527119473571926,0.9049906004942796,0.9049906004942796,9.496671429935575e-06
43.959267200000006,2.478389329897525,8.49006243138712,5.484225880642322,0.009179219740361204,0.031444675671804145,0.020311947706082675,0.0015714185159589442,0.853830211891361,0.952404469558929,0.9031173407251449,0.9031173407251449,1.4307740824527905e-05
44.1305568,2.4073081295054624,8.428360535317863,5.417834332411663,0.008915956035205416,0.031216150130806898,0.020066053083006158,0.0015714185159589442,0.8501609236618256,0.9520727342460645,0.9011168289539451,0.9011168289539451,2.137259728640304e-05
44.3018464,2.3351434622620753,8.362871212877469,5.3490073375697715,0.008648679489859538,0.030973597084731366,0.01981113828729545,0.0015714185159589442,0.8462423241866851,0.9517155396316475,0.8989789319091663,0.8989789319091663,3.16541114043431e-05
44.473136000000004,2.2620148954766295,8.293545265255643,5.277780080366137,0.008377832946209739,0.03071683431576164,0.01954733363098569,0.0015714185159589442,0.8420566087876912,0.9513315717592761,0.8966940902734837,0.8966940902734837,4.648250622941193e-05
44.644425600000005,2.1881065561569164,8.220332949679205,5.2042197529180605,0.008104098356136727,0.030445677591404464,0.019274887973770593,0.0015714185159589442,0.8375881581591845,0.9509193928553206,0.8942537755072526,0.8942537755072526,6.767613244109968e-05
44.8157152,2.1133828664790357,8.14318398019779,5.128283423338413,0.007827343949922355,0.030159940667399222,0.01899364230866079,0.0015714185159589442,0.8328058059065337,0.9504774281215443,0.8916416170140391,0.8916416170140391,9.769404975075829e-05
44.9870048,2.03790403236535,8.062047529863648,5.049975781114499,0.00754779271246426,0.029859435295791287,0.018703614004127775,0.0015714185159589442,0.8276804345686094,0.9500039507240023,0.8888421926463059,0.8888421926463059,0.00013982578947000507
45.1582944,1.9618273335165162,7.976872234485393,4.969349784000954,0.0072660271611722825,0.029543971238834787,0.018404999200003533,0.0015714185159589442,0.8221863450855121,0.9494970646891272,0.8858417048873197,0.8858417048873197,0.00019842346669428444
45.329584000000004,1.8853136926820013,7.887606198157407,4.886459945419704,0.006982643306229635,0.029213356289471876,0.018097999797850754,0.0015714185159589442,0.8162956325750644,0.9489546853634373,0.8826251589692509,0.8826251589692509,0.00027918068708389913
45.500873600000006,1.808602038813691,7.794197000790623,4.801399519802157,0.006698526069680337,0.02886739629922453,0.017782961184452432,0.0015714185159589442,0.8099843959429057,0.94837451702702,0.8791794564849629,0.8791794564849629,0.0003894612884649451
45.6721632,1.731646126540074,7.696591707897602,4.714118917218838,0.006413504172370644,0.028505895214435563,0.017459699693403104,0.0015714185159589442,0.8032017870059456,0.9477540271699546,0.8754779070879501,0.8754779070879501,0.0005386787041089075
45.8434528,1.6545747377385371,7.594736882915359,4.6246558103269475,0.006128054584216804,0.028128655121908736,0.017128354853062768,0.0015714185159589442,0.7959057073758625,0.9470904168414122,0.8714980621086373,0.8714980621086373,0.0007387234795911698
46.0147424,1.5777819511484787,7.4885786023839245,4.533180276766202,0.005843636856105477,0.027735476305125645,0.016789556580615563,0.0015714185159589442,0.7880773052782414,0.9463805863585247,0.8672289458183831,0.8672289458183831,0.0010044321029021508
46.186032000000004,1.5016881671176785,7.378062474337572,4.439875320727625,0.005561808026361772,0.027326157312361377,0.016443982669361572,0.0015714185159589442,0.7797043866985192,0.945621095510063,0.8626627411042911,0.8626627411042911,0.0013540847676762333
46.357321600000006,1.4260052652765625,7.263133660309981,4.344569462793272,0.0052815009825057865,0.026900495038185115,0.016090998010345452,0.0015714185159589442,0.7706935684402844,0.9448081172004603,0.8577508428203724,0.8577508428203724,0.0018099130285531674
46.5286112,1.3511068868902503,7.1437369014037,4.247421894146975,0.005004099581075001,0.0264582848200137,0.015731192200544353,0.0015714185159589442,0.7610198173330596,0.9439373832422185,0.852478600287639,0.852478600287639,0.0023985907014389954
46.6999008,1.2774989258634546,7.019816548931698,4.148657737397576,0.00473147750319798,0.02599932055159888,0.015365399027398429,0.0015714185159589442,0.7506830969156402,0.9430041207053454,0.8468436088104928,0.8468436088104928,0.003151673143663668
46.8711904,1.205957120782696,6.891316600201977,4.048636860492336,0.004466507854750726,0.025523394815562876,0.014994951335156801,0.0015714185159589442,0.7397420207735579,0.9420029768527406,0.8408724988131493,0.8408724988131493,0.0041059417329558315
47.042480000000005,1.1378125678540414,6.758180740089739,3.9479966539718903,0.004214120621681635,0.025030299037369405,0.01462220982952552,0.0015714185159589442,0.7283885773522242,0.9409279302056821,0.8346582537789531,0.8346582537789531,0.00530360264982189
47.213769600000006,1.0721847324745373,6.620352389123558,3.8462685607990474,0.003971054564720508,0.024519823663420585,0.014245439114070547,0.0015714185159589442,0.7164770143067066,0.9397721846604579,0.8281245994835822,0.8281245994835822,0.006792282830358674
47.3850592,1.009020610978419,6.477774758906896,3.743397684942657,0.0037371133739941445,0.023991758366321836,0.013864435870157989,0.0015714185159589442,0.7039824666151095,0.9385280427704517,0.8212552546927806,0.8212552546927806,0.00862476220954048
47.5563488,0.9481171225798402,6.330390915803804,3.639254019191822,0.0035115448984438524,0.02344589228075483,0.01347871858959934,0.0015714185159589442,0.6908459912368715,0.9371867532554553,0.8140163722461634,0.8140163722461634,0.01085838120710678
47.727638400000004,0.888703308323428,6.178143853939769,3.5334235811315984,0.003291493734531215,0.022882014273850997,0.013086754004191105,0.0015714185159589442,0.6768564935958793,0.9357383264155136,0.8062974100056964,0.8062974100056964,0.013554066889961996
47.898928000000005,0.8308916643363442,6.0209765787102,3.425934121523272,0.0030773765345790526,0.02229991325448222,0.012688644894530638,0.0015714185159589442,0.661972941616971,0.9341713092897161,0.7980721254533436,0.7980721254533436,0.016774931310930975
48.07021760000001,0.7747538406710159,5.858832202149313,3.3167930214101644,0.002869458669151911,0.021699378526478935,0.012284418597815424,0.0015714185159589442,0.646146819545581,0.9324725099405397,0.7893096647430603,0.7893096647430603,0.020584411835189824
48.2415072,0.7206025620798069,5.691654051697495,3.206128306888651,0.002668898378073359,0.021080200191472203,0.011874549284772782,0.0015714185159589442,0.6294101230569554,0.9306266569177495,0.7800183899873525,0.7800183899873525,0.02504394606738917
48.4127968,0.6680479364995312,5.519385794117271,3.093716865308401,0.0024742516166649303,0.020442169607841745,0.011458210612253336,0.0015714185159589442,0.6115801673282296,0.9286159754092994,0.7700980713687645,0.7700980713687645,0.030210202977622835
