spacing_nm,water_area_per_pore_nm2,aeff_end_on_mean_nm2,aeff_end_on_best_nm2,aeff_3d_best_nm2,aeff_3d_random_mean_nm2,p_random_positive,alpha_end_on_mean,alpha_end_on_best,alpha_3d_best,alpha_3d_random_mean
53.551484800000004,264.63993478428483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.722774400000006,265.48641119371626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.894064,266.3328876031477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0653536,267.1793640125791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.2366432,268.02584042201056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.407932800000005,268.87231683144205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.579222400000006,269.7187932408734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.750512,270.56526965030486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.9218016,271.41174605973634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0930912,272.2582224691677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.2643808,273.10469887859915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.43567040000001,273.9511752880307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.60696,274.79765169746213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.7782496,275.6441281068935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.949539200000004,276.490604516325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.1208288,277.33708092575637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.2921184,278.1835573351878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.463408,279.0300337446193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.6346976,279.87651015405066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.805987200000004,280.72298656348215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.9772768,281.5694629729136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.1485664,282.4159393823451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.319856,283.26241579177645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.4911456,284.1088922012079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.662435200000004,284.9553686106393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.8337248,285.80184502007074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0050144,286.6483214295022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.176304,287.49479783893355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.3475936,288.3412742483651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.518883200000005,289.1877506577966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.6901728,290.03422706722796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.8614624,290.88070347665933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.032752,291.7271798860909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.204041600000004,292.57365629552226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.375331200000005,293.4201327049537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.5466208,294.2666091143851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.7179104,295.11308552381666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.8892,295.959561933248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
